Año,Nombre,Frecuencia,Género
2002,ALEJANDRO,8020,Hombre
2002,PABLO,5799,Hombre
2002,DANIEL,5603,Hombre
2002,DAVID,5414,Hombre
2002,ADRIAN,4949,Hombre
2002,JAVIER,4909,Hombre
2002,ALVARO,4595,Hombre
2002,SERGIO,3744,Hombre
2002,CARLOS,3593,Hombre
2002,MARIO,2876,Hombre
2002,JORGE,2867,Hombre
2002,RAUL,2722,Hombre
2002,MANUEL,2696,Hombre
2002,DIEGO,2688,Hombre
2002,MIGUEL,2644,Hombre
2002,IVAN,2636,Hombre
2002,ANTONIO,2518,Hombre
2002,JUAN,2323,Hombre
2002,RUBEN,2201,Hombre
2002,VICTOR,2077,Hombre
2002,ALBERTO,1980,Hombre
2002,JESUS,1875,Hombre
2002,MARC,1848,Hombre
2002,OSCAR,1811,Hombre
2002,ANGEL,1756,Hombre
2002,FRANCISCO,1731,Hombre
2002,JOSE,1647,Hombre
2002,ALEX,1610,Hombre
2002,MARCOS,1582,Hombre
2002,JAIME,1413,Hombre
2002,ISMAEL,1387,Hombre
2002,LUIS,1335,Hombre
2002,FRANCISCO JAVIER,1300,Hombre
2002,MIGUEL ANGEL,1296,Hombre
2002,PEDRO,1264,Hombre
2002,SAMUEL,1227,Hombre
2002,CRISTIAN,1190,Hombre
2002,JOSE ANTONIO,1187,Hombre
2002,PAU,1186,Hombre
2002,IKER,1178,Hombre
2002,ANDRES,1174,Hombre
2002,GUILLERMO,1156,Hombre
2002,RAFAEL,1154,Hombre
2002,IGNACIO,1145,Hombre
2002,FERNANDO,1131,Hombre
2002,JOSE MANUEL,1131,Hombre
2002,NICOLAS,1025,Hombre
2002,GONZALO,1012,Hombre
2002,GABRIEL,1005,Hombre
2002,HUGO,953,Hombre
2002,JOEL,944,Hombre
2002,JOAN,931,Hombre
2002,AARON,904,Hombre
2002,AITOR,870,Hombre
2002,POL,861,Hombre
2002,ENRIQUE,851,Hombre
2002,EDUARDO,805,Hombre
2002,JOSE LUIS,802,Hombre
2002,RODRIGO,780,Hombre
2002,ARNAU,772,Hombre
2002,JORDI,771,Hombre
2002,JUAN JOSE,755,Hombre
2002,ROBERTO,753,Hombre
2002,SANTIAGO,735,Hombre
2002,CHRISTIAN,688,Hombre
2002,JUAN MANUEL,688,Hombre
2002,JOSE MARIA,679,Hombre
2002,ERIC,654,Hombre
2002,LUCAS,651,Hombre
2002,GERARD,619,Hombre
2002,HECTOR,619,Hombre
2002,JUAN CARLOS,609,Hombre
2002,SERGI,602,Hombre
2002,MARTIN,597,Hombre
2002,JUAN ANTONIO,578,Hombre
2002,UNAI,578,Hombre
2002,ADRIA,536,Hombre
2002,KEVIN,535,Hombre
2002,FRANCISCO JOSE,530,Hombre
2002,XAVIER,529,Hombre
2002,ASIER,521,Hombre
2002,ALBERT,518,Hombre
2002,JOAQUIN,498,Hombre
2002,ORIOL,489,Hombre
2002,BORJA,480,Hombre
2002,MOHAMED,472,Hombre
2002,MIKEL,465,Hombre
2002,JONATHAN,462,Hombre
2002,JON,453,Hombre
2002,ALFONSO,450,Hombre
2002,GUILLEM,441,Hombre
2002,RICARDO,413,Hombre
2002,CESAR,409,Hombre
2002,ISAAC,398,Hombre
2002,RAMON,398,Hombre
2002,JOSE MIGUEL,389,Hombre
2002,ANDER,382,Hombre
2002,MARCO,374,Hombre
2002,SALVADOR,354,Hombre
2002,MARTI,344,Hombre
2002,ROGER,340,Hombre
2002,IÑIGO,338,Hombre
2002,TOMAS,337,Hombre
2002,ABEL,327,Hombre
2002,YERAY,326,Hombre
2002,ALEIX,316,Hombre
2002,IZAN,311,Hombre
2002,JOSEP,311,Hombre
2002,MATEO,310,Hombre
2002,MIQUEL,309,Hombre
2002,XABIER,302,Hombre
2002,JULIO,301,Hombre
2002,DARIO,299,Hombre
2002,SAUL,297,Hombre
2002,ARTURO,295,Hombre
2002,JULEN,293,Hombre
2002,VICENTE,292,Hombre
2002,JUAN FRANCISCO,281,Hombre
2002,ABRAHAM,273,Hombre
2002,LUIS MIGUEL,269,Hombre
2002,ENEKO,267,Hombre
2002,ERIK,264,Hombre
2002,MOISES,263,Hombre
2002,FERRAN,261,Hombre
2002,ELOY,258,Hombre
2002,EMILIO,258,Hombre
2002,JAUME,255,Hombre
2002,JULIAN,249,Hombre
2002,ISRAEL,244,Hombre
2002,SEBASTIAN,243,Hombre
2002,JOSE CARLOS,236,Hombre
2002,GORKA,232,Hombre
2002,JAN,231,Hombre
2002,ANTONIO JESUS,230,Hombre
2002,JOSE ANGEL,230,Hombre
2002,CARLES,222,Hombre
2002,ALONSO,218,Hombre
2002,BRAIS,218,Hombre
2002,GERMAN,216,Hombre
2002,OIER,216,Hombre
2002,ALEXANDER,215,Hombre
2002,BRUNO,215,Hombre
2002,EDGAR,215,Hombre
2002,ANTONIO JOSE,212,Hombre
2002,AGUSTIN,211,Hombre
2002,NIL,211,Hombre
2002,MARKEL,207,Hombre
2002,BRIAN,201,Hombre
2002,NAIM,195,Hombre
2002,OMAR,195,Hombre
2002,MARIA,8838,Mujer
2002,LUCIA,7712,Mujer
2002,PAULA,5956,Mujer
2002,LAURA,5544,Mujer
2002,MARTA,4644,Mujer
2002,ALBA,4622,Mujer
2002,ANDREA,4446,Mujer
2002,SARA,3521,Mujer
2002,ANA,3388,Mujer
2002,NEREA,3183,Mujer
2002,CLAUDIA,2935,Mujer
2002,MARINA,2633,Mujer
2002,CRISTINA,2621,Mujer
2002,ELENA,2420,Mujer
2002,IRENE,2324,Mujer
2002,NATALIA,2290,Mujer
2002,CARLA,2194,Mujer
2002,CARMEN,2050,Mujer
2002,NURIA,1861,Mujer
2002,AINHOA,1641,Mujer
2002,PATRICIA,1592,Mujer
2002,JULIA,1581,Mujer
2002,ROCIO,1513,Mujer
2002,ANGELA,1509,Mujer
2002,SANDRA,1473,Mujer
2002,RAQUEL,1437,Mujer
2002,SOFIA,1404,Mujer
2002,ALICIA,1242,Mujer
2002,NOELIA,1225,Mujer
2002,CLARA,1220,Mujer
2002,ALEJANDRA,1159,Mujer
2002,MIRIAM,1156,Mujer
2002,EVA,1146,Mujer
2002,ISABEL,1134,Mujer
2002,SILVIA,1123,Mujer
2002,CELIA,1088,Mujer
2002,LORENA,1081,Mujer
2002,INES,1070,Mujer
2002,BEATRIZ,905,Mujer
2002,MIREIA,880,Mujer
2002,LAIA,875,Mujer
2002,LIDIA,871,Mujer
2002,CARLOTA,846,Mujer
2002,BLANCA,836,Mujer
2002,ADRIANA,801,Mujer
2002,ARIADNA,794,Mujer
2002,CAROLINA,781,Mujer
2002,ANNA,778,Mujer
2002,MONICA,744,Mujer
2002,ANA MARIA,734,Mujer
2002,VERONICA,677,Mujer
2002,AITANA,675,Mujer
2002,VICTORIA,662,Mujer
2002,ESTHER,659,Mujer
2002,JUDITH,618,Mujer
2002,GISELA,611,Mujer
2002,LARA,554,Mujer
2002,SONIA,553,Mujer
2002,MAR,544,Mujer
2002,DANIELA,531,Mujer
2002,AIDA,514,Mujer
2002,EMMA,514,Mujer
2002,AROA,507,Mujer
2002,BELEN,499,Mujer
2002,HELENA,492,Mujer
2002,AINA,488,Mujer
2002,LEIRE,486,Mujer
2002,TERESA,479,Mujer
2002,AINARA,470,Mujer
2002,JUDIT,451,Mujer
2002,PAOLA,442,Mujer
2002,YAIZA,440,Mujer
2002,SHEILA,435,Mujer
2002,MARIA DEL CARMEN,429,Mujer
2002,NOEMI,412,Mujer
2002,BERTA,410,Mujer
2002,FATIMA,409,Mujer
2002,NAIARA,409,Mujer
2002,AINOA,406,Mujer
2002,MARIA JOSE,400,Mujer
2002,GEMA,395,Mujer
2002,PALOMA,394,Mujer
2002,REBECA,387,Mujer
2002,TANIA,387,Mujer
2002,ZAIRA,385,Mujer
2002,ANE,383,Mujer
2002,ERIKA,383,Mujer
2002,MARTINA,354,Mujer
2002,SUSANA,348,Mujer
2002,ELISA,347,Mujer
2002,ALBA MARIA,346,Mujer
2002,SALMA,343,Mujer
2002,CANDELA,338,Mujer
2002,PILAR,337,Mujer
2002,VALERIA,330,Mujer
2002,NADIA,328,Mujer
2002,ESTELA,325,Mujer
2002,JENNIFER,303,Mujer
2002,IRATI,299,Mujer
2002,INMACULADA,296,Mujer
2002,GABRIELA,291,Mujer
2002,DIANA,290,Mujer
2002,VIRGINIA,290,Mujer
2002,IRIA,282,Mujer
2002,LYDIA,278,Mujer
2002,SARAY,269,Mujer
2002,JESSICA,267,Mujer
2002,GEMMA,265,Mujer
2002,ALMUDENA,263,Mujer
2002,GLORIA,262,Mujer
2002,ALEXIA,261,Mujer
2002,AMANDA,260,Mujer
2002,ESTEFANIA,255,Mujer
2002,CARMEN MARIA,254,Mujer
2002,MARIA DEL MAR,254,Mujer
2002,NORA,253,Mujer
2002,ALEXANDRA,248,Mujer
2002,DESIREE,247,Mujer
2002,MARIONA,247,Mujer
2002,ROSA,246,Mujer
2002,OLGA,245,Mujer
2002,MANUELA,244,Mujer
2002,YOLANDA,244,Mujer
2002,NAYARA,241,Mujer
2002,LEYRE,239,Mujer
2002,BARBARA,235,Mujer
2002,ELSA,234,Mujer
2002,IRIS,233,Mujer
2002,ANA ISABEL,229,Mujer
2002,RUTH,225,Mujer
2002,MERCEDES,221,Mujer
2002,ANA BELEN,219,Mujer
2002,LOLA,219,Mujer
2002,ISABEL MARIA,213,Mujer
2002,MIREYA,210,Mujer
2002,SORAYA,209,Mujer
2002,LUNA,208,Mujer
2002,MARIA ISABEL,208,Mujer
2002,YASMINA,202,Mujer
2002,JIMENA,201,Mujer
2002,NOA,201,Mujer
2002,VANESA,199,Mujer
2002,EVA MARIA,195,Mujer
2002,ITZIAR,193,Mujer
2002,CECILIA,192,Mujer
2002,ANTIA,191,Mujer
2002,NEUS,191,Mujer
2002,AURORA,190,Mujer
2002,VANESSA,188,Mujer
2002,MAIDER,186,Mujer
2003,DANIEL,6015,Hombre
2003,PABLO,5973,Hombre
2003,DAVID,5595,Hombre
2003,JAVIER,4708,Hombre
2003,ADRIAN,4665,Hombre
2003,ALVARO,4394,Hombre
2003,SERGIO,3642,Hombre
2003,CARLOS,3468,Hombre
2003,HUGO,3083,Hombre
2003,MARIO,2964,Hombre
2003,JORGE,2882,Hombre
2003,DIEGO,2873,Hombre
2003,IVAN,2853,Hombre
2003,RAUL,2793,Hombre
2003,MANUEL,2738,Hombre
2003,MIGUEL,2708,Hombre
2003,ANTONIO,2388,Hombre
2003,RUBEN,2265,Hombre
2003,JUAN,2081,Hombre
2003,VICTOR,2025,Hombre
2003,MARCOS,2016,Hombre
2003,ALBERTO,1963,Hombre
2003,MARC,1962,Hombre
2003,JESUS,1788,Hombre
2003,ALEX,1762,Hombre
2003,ANGEL,1636,Hombre
2003,OSCAR,1630,Hombre
2003,FRANCISCO,1608,Hombre
2003,IKER,1528,Hombre
2003,JOSE,1501,Hombre
2003,ISMAEL,1378,Hombre
2003,JAIME,1338,Hombre
2003,SAMUEL,1334,Hombre
2003,PAU,1300,Hombre
2003,LUIS,1285,Hombre
2003,MIGUEL ANGEL,1272,Hombre
2003,PEDRO,1264,Hombre
2003,IGNACIO,1192,Hombre
2003,RAFAEL,1156,Hombre
2003,FRANCISCO JAVIER,1145,Hombre
2003,FERNANDO,1119,Hombre
2003,NICOLAS,1108,Hombre
2003,GUILLERMO,1094,Hombre
2003,JOSE ANTONIO,1090,Hombre
2003,CRISTIAN,1078,Hombre
2003,ANDRES,1054,Hombre
2003,JOSE MANUEL,1033,Hombre
2003,JOEL,1028,Hombre
2003,GONZALO,1025,Hombre
2003,GABRIEL,1005,Hombre
2003,LUCAS,945,Hombre
2003,JOAN,943,Hombre
2003,ENRIQUE,902,Hombre
2003,AITOR,880,Hombre
2003,POL,872,Hombre
2003,AARON,863,Hombre
2003,RODRIGO,809,Hombre
2003,ARNAU,794,Hombre
2003,SANTIAGO,786,Hombre
2003,EDUARDO,769,Hombre
2003,ROBERTO,768,Hombre
2003,JORDI,754,Hombre
2003,ERIC,748,Hombre
2003,JUAN JOSE,727,Hombre
2003,JOSE LUIS,711,Hombre
2003,UNAI,690,Hombre
2003,HECTOR,645,Hombre
2003,MARTIN,644,Hombre
2003,GERARD,623,Hombre
2003,JOSE MARIA,616,Hombre
2003,SERGI,597,Hombre
2003,JUAN CARLOS,593,Hombre
2003,JUAN MANUEL,588,Hombre
2003,JUAN ANTONIO,548,Hombre
2003,ADRIA,543,Hombre
2003,ASIER,541,Hombre
2003,MOHAMED,529,Hombre
2003,CHRISTIAN,522,Hombre
2003,KEVIN,519,Hombre
2003,BORJA,505,Hombre
2003,ORIOL,501,Hombre
2003,FRANCISCO JOSE,482,Hombre
2003,JONATHAN,475,Hombre
2003,JOAQUIN,464,Hombre
2003,ALBERT,463,Hombre
2003,MIKEL,458,Hombre
2003,XAVIER,455,Hombre
2003,ALFONSO,442,Hombre
2003,JON,438,Hombre
2003,RICARDO,426,Hombre
2003,MARCO,424,Hombre
2003,ISAAC,418,Hombre
2003,CESAR,411,Hombre
2003,ANDER,403,Hombre
2003,IZAN,397,Hombre
2003,GUILLEM,385,Hombre
2003,ABEL,380,Hombre
2003,MARTI,376,Hombre
2003,MATEO,373,Hombre
2003,DARIO,370,Hombre
2003,IÑIGO,365,Hombre
2003,YERAY,363,Hombre
2003,ALEIX,362,Hombre
2003,AIMAR,352,Hombre
2003,ROGER,352,Hombre
2003,JOSE MIGUEL,344,Hombre
2003,TOMAS,344,Hombre
2003,JAN,329,Hombre
2003,RAMON,329,Hombre
2003,BRUNO,325,Hombre
2003,SALVADOR,323,Hombre
2003,JULEN,318,Hombre
2003,ENEKO,291,Hombre
2003,SAUL,288,Hombre
2003,JULIO,284,Hombre
2003,ERIK,280,Hombre
2003,JOSEP,276,Hombre
2003,XABIER,275,Hombre
2003,MIQUEL,274,Hombre
2003,ABRIL,273,Hombre
2003,JAUME,272,Hombre
2003,VICENTE,271,Hombre
2003,EMILIO,270,Hombre
2003,ELOY,269,Hombre
2003,JUAN FRANCISCO,260,Hombre
2003,NIL,260,Hombre
2003,OMAR,260,Hombre
2003,ARTURO,258,Hombre
2003,ISRAEL,251,Hombre
2003,FERRAN,245,Hombre
2003,LUIS MIGUEL,244,Hombre
2003,ABRAHAM,242,Hombre
2003,JOSE CARLOS,242,Hombre
2003,YAGO,236,Hombre
2003,ALEXANDER,234,Hombre
2003,BRAIS,234,Hombre
2003,IAN,233,Hombre
2003,OIER,231,Hombre
2003,SEBASTIAN,231,Hombre
2003,EDGAR,227,Hombre
2003,IBAI,223,Hombre
2003,JULIAN,222,Hombre
2003,MOISES,222,Hombre
2003,MARKEL,221,Hombre
2003,ALONSO,220,Hombre
2003,JOSE ANGEL,219,Hombre
2003,GERMAN,214,Hombre
2003,MARIA,8709,Mujer
2003,PAULA,7003,Mujer
2003,LAURA,5451,Mujer
2003,MARTA,4608,Mujer
2003,ANDREA,4487,Mujer
2003,ALBA,4321,Mujer
2003,SARA,3314,Mujer
2003,CLAUDIA,3285,Mujer
2003,ANA,3157,Mujer
2003,NEREA,3102,Mujer
2003,CARLA,2592,Mujer
2003,ELENA,2407,Mujer
2003,CRISTINA,2390,Mujer
2003,AINHOA,2218,Mujer
2003,NATALIA,2204,Mujer
2003,MARINA,2193,Mujer
2003,IRENE,2180,Mujer
2003,CARMEN,2081,Mujer
2003,NURIA,1733,Mujer
2003,JULIA,1723,Mujer
2003,ANGELA,1593,Mujer
2003,SOFIA,1547,Mujer
2003,ROCIO,1511,Mujer
2003,SANDRA,1395,Mujer
2003,ALEJANDRA,1370,Mujer
2003,NOELIA,1362,Mujer
2003,PATRICIA,1314,Mujer
2003,RAQUEL,1285,Mujer
2003,CLARA,1279,Mujer
2003,CELIA,1187,Mujer
2003,ALICIA,1158,Mujer
2003,INES,1123,Mujer
2003,MIRIAM,1121,Mujer
2003,SILVIA,1120,Mujer
2003,ISABEL,1071,Mujer
2003,EVA,1058,Mujer
2003,LORENA,982,Mujer
2003,LAIA,945,Mujer
2003,BEATRIZ,889,Mujer
2003,CARLOTA,852,Mujer
2003,CAROLINA,830,Mujer
2003,DANIELA,828,Mujer
2003,LIDIA,796,Mujer
2003,BLANCA,790,Mujer
2003,ARIADNA,773,Mujer
2003,ADRIANA,742,Mujer
2003,ANNA,740,Mujer
2003,MONICA,724,Mujer
2003,AITANA,723,Mujer
2003,MIREIA,722,Mujer
2003,JUDITH,721,Mujer
2003,AINARA,655,Mujer
2003,ANA MARIA,640,Mujer
2003,LARA,609,Mujer
2003,VICTORIA,608,Mujer
2003,MAR,594,Mujer
2003,NAIARA,576,Mujer
2003,CANDELA,569,Mujer
2003,ESTHER,566,Mujer
2003,AROA,548,Mujer
2003,PAOLA,546,Mujer
2003,AINA,545,Mujer
2003,TERESA,544,Mujer
2003,SONIA,536,Mujer
2003,EMMA,527,Mujer
2003,LEIRE,518,Mujer
2003,VERONICA,491,Mujer
2003,AIDA,474,Mujer
2003,BELEN,469,Mujer
2003,YAIZA,466,Mujer
2003,SHEILA,458,Mujer
2003,GISELA,452,Mujer
2003,JUDIT,451,Mujer
2003,MARTINA,451,Mujer
2003,BERTA,447,Mujer
2003,ERIKA,444,Mujer
2003,NOA,443,Mujer
2003,HELENA,431,Mujer
2003,NOEMI,427,Mujer
2003,FATIMA,422,Mujer
2003,DESIREE,415,Mujer
2003,REBECA,405,Mujer
2003,SALMA,404,Mujer
2003,ANE,385,Mujer
2003,VALERIA,376,Mujer
2003,ZAIRA,376,Mujer
2003,NORA,362,Mujer
2003,MARIA JOSE,361,Mujer
2003,PALOMA,358,Mujer
2003,TANIA,353,Mujer
2003,ELISA,332,Mujer
2003,IRATI,330,Mujer
2003,NADIA,329,Mujer
2003,DIANA,325,Mujer
2003,GEMA,324,Mujer
2003,SUSANA,322,Mujer
2003,SARAY,321,Mujer
2003,ALEXIA,319,Mujer
2003,GABRIELA,319,Mujer
2003,NAYARA,318,Mujer
2003,PILAR,318,Mujer
2003,IRIA,317,Mujer
2003,JIMENA,295,Mujer
2003,ESTELA,285,Mujer
2003,AMANDA,282,Mujer
2003,ALBA MARIA,274,Mujer
2003,ALEXANDRA,272,Mujer
2003,LYDIA,272,Mujer
2003,LUNA,266,Mujer
2003,LOLA,265,Mujer
2003,IRIS,260,Mujer
2003,JENNIFER,260,Mujer
2003,ELSA,258,Mujer
2003,OLGA,253,Mujer
2003,ROSA,250,Mujer
2003,NAROA,249,Mujer
2003,MARIA DEL MAR,248,Mujer
2003,ALMUDENA,243,Mujer
2003,RUTH,241,Mujer
2003,INMACULADA,240,Mujer
2003,YOLANDA,240,Mujer
2003,LEYRE,233,Mujer
2003,MANUELA,231,Mujer
2003,YASMINA,230,Mujer
2003,GLORIA,229,Mujer
2003,MARIA ISABEL,229,Mujer
2003,MARIONA,229,Mujer
2003,ANA ISABEL,227,Mujer
2003,CARMEN MARIA,227,Mujer
2003,GEMMA,224,Mujer
2003,ANA BELEN,220,Mujer
2003,NAHIA,217,Mujer
2003,BARBARA,215,Mujer
2003,ESTEFANIA,215,Mujer
2003,JESSICA,215,Mujer
2003,MIREYA,213,Mujer
2003,VIRGINIA,211,Mujer
2003,EVA MARIA,210,Mujer
2003,IZARO,209,Mujer
2003,NEUS,207,Mujer
2003,UXIA,206,Mujer
2003,MERCEDES,201,Mujer
2003,VANESA,201,Mujer
2003,ANTIA,199,Mujer
2003,ITZIAR,199,Mujer
2003,SORAYA,195,Mujer
2003,CECILIA,194,Mujer
2004,ALEJANDRO,7381,Hombre
2004,DAVID,6234,Hombre
2004,DANIEL,6052,Hombre
2004,PABLO,5963,Hombre
2004,ADRIAN,4745,Hombre
2004,ALVARO,4598,Hombre
2004,JAVIER,4573,Hombre
2004,SERGIO,3762,Hombre
2004,CARLOS,3314,Hombre
2004,MARCOS,3101,Hombre
2004,IVAN,3084,Hombre
2004,HUGO,3076,Hombre
2004,MARIO,2903,Hombre
2004,JORGE,2875,Hombre
2004,DIEGO,2851,Hombre
2004,MIGUEL,2650,Hombre
2004,MANUEL,2628,Hombre
2004,RAUL,2555,Hombre
2004,RUBEN,2400,Hombre
2004,ANTONIO,2329,Hombre
2004,JUAN,2202,Hombre
2004,ALEX,2021,Hombre
2004,VICTOR,2009,Hombre
2004,MARC,1961,Hombre
2004,ALBERTO,1835,Hombre
2004,IKER,1691,Hombre
2004,JESUS,1681,Hombre
2004,ANGEL,1667,Hombre
2004,FRANCISCO,1653,Hombre
2004,OSCAR,1544,Hombre
2004,JOSE,1534,Hombre
2004,SAMUEL,1466,Hombre
2004,JAIME,1447,Hombre
2004,ISMAEL,1387,Hombre
2004,PAU,1382,Hombre
2004,NICOLAS,1348,Hombre
2004,MIGUEL ANGEL,1263,Hombre
2004,LUIS,1255,Hombre
2004,PEDRO,1235,Hombre
2004,GONZALO,1221,Hombre
2004,IGNACIO,1216,Hombre
2004,GUILLERMO,1203,Hombre
2004,RAFAEL,1182,Hombre
2004,GABRIEL,1178,Hombre
2004,JOEL,1144,Hombre
2004,FERNANDO,1129,Hombre
2004,FRANCISCO JAVIER,1106,Hombre
2004,LUCAS,1058,Hombre
2004,CRISTIAN,1054,Hombre
2004,AARON,1016,Hombre
2004,JOSE ANTONIO,1010,Hombre
2004,ANDRES,1004,Hombre
2004,POL,984,Hombre
2004,JOAN,975,Hombre
2004,RODRIGO,970,Hombre
2004,JOSE MANUEL,961,Hombre
2004,HECTOR,959,Hombre
2004,AITOR,947,Hombre
2004,ARNAU,865,Hombre
2004,ENRIQUE,847,Hombre
2004,SANTIAGO,845,Hombre
2004,IZAN,838,Hombre
2004,ROBERTO,791,Hombre
2004,ERIC,765,Hombre
2004,EDUARDO,743,Hombre
2004,JORDI,741,Hombre
2004,MARTIN,708,Hombre
2004,UNAI,688,Hombre
2004,JOSE LUIS,676,Hombre
2004,ASIER,665,Hombre
2004,JUAN JOSE,653,Hombre
2004,SERGI,648,Hombre
2004,MOHAMED,642,Hombre
2004,ADRIA,638,Hombre
2004,GERARD,627,Hombre
2004,KEVIN,609,Hombre
2004,JUAN MANUEL,598,Hombre
2004,JOSE MARIA,581,Hombre
2004,MARCO,572,Hombre
2004,BORJA,571,Hombre
2004,ORIOL,548,Hombre
2004,CHRISTIAN,541,Hombre
2004,JUAN CARLOS,527,Hombre
2004,YERAY,525,Hombre
2004,JUAN ANTONIO,512,Hombre
2004,ISAAC,487,Hombre
2004,XAVIER,485,Hombre
2004,FRANCISCO JOSE,476,Hombre
2004,JOAQUIN,464,Hombre
2004,JON,463,Hombre
2004,CESAR,461,Hombre
2004,GUILLEM,449,Hombre
2004,MARTI,441,Hombre
